896	141
896	349
1176	527
844	20
844	1104
844	636
844	1228
844	285
844	1184
844	1871
844	917
844	1643
844	1682
844	1409
844	1141
844	898
844	1219
844	1629
844	1847
844	1571
227	1256
227	1330
227	1641
227	682
227	1492
1072	200
1072	224
1072	1001
1072	605
1038	99
1150	1574
114	1823
1017	518
1248	1862
146	1754
146	1284
146	619
1325	536
1325	1499
504	357
1581	10
1581	59
1581	161
1581	1124
1581	1160
1581	1320
1581	1554
1581	1498
1581	1829
1581	67
1581	1271
1581	1651
1155	494
1155	1301
1155	445
1155	863
1155	204
1155	688
1155	435
1155	1353
1155	1807
980	414
980	609
893	655
893	1344
893	1529
893	485
893	837
893	339
893	360
893	1849
893	1714
44	1309
44	315
44	1741
1569	1131
1175	702
1175	616
1175	1086
1175	673
1175	1620
600	1225
600	1624
600	1727
639	1105
639	7
639	1727
639	1480
1649	944
1649	1650
1469	134
1685	1685
1685	591
1685	1839
591	1685
591	591
591	1839
57	144
675	1066
675	1244
675	70
303	147
303	229
303	1005
303	1245
303	1422
303	1758
303	521
303	1511
303	1779
389	854
389	1342
389	1270
389	1355
1751	1349
140	503
140	663
1662	1709
1662	1169
1662	1062
1662	1835
618	1709
618	1169
618	1062
618	1835
1783	1053
1783	7
1783	1823
1419	1291
685	1124
685	708
330	148
330	260
330	320
330	1201
330	1267
330	752
330	1595
330	707
914	586
914	621
969	992
969	151
969	1028
969	552
969	1021
969	565
969	854
969	882
358	1859
50	191
1314	494
1314	1301
1314	445
1314	863
355	714
355	120
355	137
355	268
355	1679
355	1678
355	1512
355	465
355	1806
1824	1276
1824	1298
1824	1601
1824	1059
258	8
654	1724
373	45
373	1051
373	1117
373	934
373	1313
508	1762
508	1109
508	1009
508	811
508	1089
1214	1762
1214	1109
1214	1009
1214	811
1214	1089
680	1762
680	1109
680	1009
680	811
680	1089
61	730
61	1612
61	1354
61	629
692	3
692	9
692	494
692	1301
692	445
692	863
692	92
692	1508
692	150
692	1028
692	271
692	310
692	1876
692	312
692	476
692	627
692	1721
692	27
692	667
692	1530
692	785
692	1241
692	237
692	297
692	679
692	1870
692	1076
692	1625
692	173
692	1348
692	1823
692	860
692	1655
692	1132
793	3
793	9
793	494
793	1301
793	445
793	863
793	92
793	1508
793	150
793	1028
793	271
793	310
793	1876
793	312
793	476
793	627
793	1721
793	27
793	667
793	1530
793	785
793	1241
793	237
793	297
793	679
793	1870
793	1076
793	1625
793	173
793	1348
793	1823
793	860
793	1655
793	1132
305	963
305	1653
305	1754
305	865
305	1840
305	1206
305	343
305	638
305	831
1839	1685
1839	591
674	694
440	1028
440	775
986	767
986	115
986	1776
986	1484
1204	698
1204	1059
1204	1707
1204	1601
53	1102
53	499
53	1071
1094	1102
1094	499
1094	1071
482	1102
482	499
482	1071
480	816
480	277
480	1513
480	537
480	849
480	955
515	816
515	277
515	1513
515	537
515	849
515	955
1857	1466
1857	1838
1324	172
1324	359
1324	532
719	257
719	350
719	1106
719	1063
719	1096
719	1101
1115	257
1115	350
1115	1106
1115	1063
1115	1096
1115	1101
1010	1085
901	494
901	1301
901	445
901	863
901	1028
1533	1212
442	233
1338	981
1338	426
1338	436
1338	1039
1338	1246
1338	1640
1338	1834
648	352
648	1754
169	1520
1307	786
1307	1530
1120	85
1120	333
1120	789
1120	1534
226	1256
1728	771
1728	915
1728	1631
1728	1473
1728	1828
1888	267
1888	384
594	976
1735	281
279	312
279	880
279	1473
1183	1080
997	1709
997	1169
997	1062
997	1835
797	570
797	1518
1781	570
1781	1518
85	1120
85	789
1303	812
1303	404
1303	727
1601	1665
1601	496
1601	761
1601	1204
1601	1276
1601	1707
1601	1468
1601	1059
1601	1824
421	1724
421	879
1370	77
1370	91
1370	754
1212	1533
1806	58
1806	487
1806	93
1806	1636
1806	714
1806	120
1806	268
1806	355
1806	465
1806	1512
1806	1498
1806	1829
1806	67
1806	1679
133	312
133	1656
133	828
1448	275
1448	894
1136	420
1136	683
1136	751
1537	109
1490	924
1490	1046
1108	592
1665	1468
1665	1059
1665	1002
1665	1707
1665	1276
1665	496
1665	1601
1206	305
1206	343
1206	638
1206	831
1206	865
1206	963
1206	1653
1206	1754
1030	155
1030	1125
1573	494
1573	1301
1573	445
1573	863
1573	1117
1573	934
1574	319
1574	449
1574	724
1574	916
1574	1150
1574	1796
1574	1655
1574	1132
1757	92
1757	1508
1757	649
1797	363
1797	643
1232	1762
1232	1109
1232	655
1232	1344
1232	1529
1232	485
1232	837
1232	339
1232	360
1232	1714
466	1122
10	1124
10	1498
10	1829
10	67
10	1554
10	1208
10	461
10	597
10	1581
10	546
10	1517
10	1229
323	1133
1055	498
1055	731
1840	305
288	729
281	686
281	1735
1141	9
1141	844
1141	936
1141	1598
1141	1530
1141	1409
1103	40
1103	996
1103	1065
1103	1833
1271	448
1271	903
1271	456
1271	1539
1271	1554
1271	1581
1651	448
1651	903
1651	456
1651	1539
1651	1554
1651	1581
109	561
109	60
109	1537
853	561
853	60
364	939
364	913
364	135
1746	1052
1746	1182
1774	1001
1774	605
439	1766
1018	163
1018	734
1018	159
1018	801
1018	835
1018	270
1018	326
1018	1403
1018	1810
1018	1697
1018	290
1302	163
1302	734
1302	159
1302	801
1302	835
1302	270
1302	326
1302	1403
1302	1810
1302	1697
1302	290
1420	476
854	79
854	1306
854	95
854	1028
854	1841
854	1800
854	678
854	767
854	969
854	858
854	389
854	1048
854	1286
854	1838
854	1320
854	1098
854	549
560	43
560	1615
52	271
1603	1779
1004	142
1004	1357
1004	1337
1004	1639
1004	913
1346	459
89	1188
31	1375
420	683
420	1136
549	678
549	854
549	1770
939	163
939	734
939	159
939	801
939	429
939	215
939	610
939	364
939	399
1780	501
1780	855
1780	1873
1169	74
1169	1662
1169	618
1169	1769
1169	997
1062	74
1062	1662
1062	618
1062	1769
1062	997
1427	1394
790	940
438	1240
438	1567
484	357
484	443
484	1445
484	1350
484	701
807	357
807	443
807	1445
807	1350
807	701
1288	561
1288	60
1288	1279
1288	1648
1064	108
1064	1061
850	429
850	215
850	957
850	1433
850	478
850	941
406	1869
406	1351
1122	295
1122	334
1122	466
1122	530
1122	1415
1122	1425
1122	1142
1122	1744
1122	1565
1414	903
1414	456
1414	1539
395	903
395	456
395	1539
1458	498
492	39
492	799
492	1280
1561	312
1561	1641
1768	592
414	980
1392	559
1392	556
1392	558
1392	661
1392	1116
878	454
878	1724
878	998
878	1552
1750	400
1750	1708
1750	398
1750	740
1750	805
1750	1494
1750	1615
634	1443
634	1504
284	371
284	810
1362	233
1394	1377
1394	1427
1464	835
1464	270
1464	326
1464	1403
1464	1810
1464	1538
1464	1432
1464	1820
6	1669
6	1535
6	1473
978	1669
978	1535
978	1473
1885	1245
1885	1422
1885	1005
78	1028
430	1022
418	1481
418	1289
418	450
165	1877
381	979
381	1333
381	1278
381	33
381	1418
381	1260
381	160
381	748
1891	1157
1180	1823
569	1430
569	362
569	1255
569	274
569	1417
569	332
398	400
398	1708
398	805
398	1750
398	1494
1446	1287
1446	1162
1446	1556
1456	1221
299	669
299	573
314	74
516	150
516	1703
516	1249
794	778
1345	312
1345	561
1345	60
1345	1701
1345	474
638	305
638	343
638	838
638	963
638	1653
638	1754
638	865
638	1206
638	831
743	1199
743	746
691	1724
691	1110
691	1858
1375	31
1375	1877
1375	1599
1227	1028
803	676
1616	263
300	561
300	60
300	429
300	215
300	211
300	529
300	1843
300	1462
736	137
736	1331
1170	1235
1170	1298
1831	1028
1831	682
1831	1476
1831	1584
1831	1632
1831	1252
1831	1465
1148	1315
1148	211
1148	529
1148	1589
875	1733
875	1091
1493	509
1235	49
1235	162
1235	240
1235	261
1235	369
1235	1170
1235	1553
1235	1397
1235	1399
1235	1492
586	69
586	93
586	1636
586	621
586	1775
586	1467
586	914
586	907
586	460
586	649
880	279
1027	643
1027	1808
1298	150
1298	1028
1298	909
1298	1170
1298	1272
1298	1495
1298	317
1298	1293
1298	1366
1298	1869
1298	1351
1298	1393
1298	1756
1298	1399
1298	1824
1298	1848
39	492
39	1280
1279	561
1279	60
1279	1306
1279	238
1279	376
1279	812
1279	404
1279	599
1279	1015
1279	1288
1648	561
1648	60
1648	1306
1648	238
1648	376
1648	812
1648	404
1648	599
1648	1015
1648	1288
1008	940
328	435
328	1353
74	314
74	702
74	1169
74	1062
565	340
565	969
971	936
971	1598
971	1184
971	1556
1669	6
1669	978
1669	391
1669	1772
249	525
249	559
249	556
249	558
765	469
1379	1384
1187	816
1187	277
1187	849
1187	955
1187	1513
1187	537
1436	859
1436	435
1436	1353
1436	1472
1436	567
865	1028
865	305
865	343
865	638
865	831
865	963
865	1653
865	1754
865	1821
865	1786
865	1371
865	1206
1546	1450
705	521
705	1005
705	1758
579	1407
615	17
615	1568
526	222
526	301
526	1613
526	1423
526	207
635	212
1674	588
1753	1695
1753	346
1753	792
337	1718
291	46
291	1057
307	293
518	35
518	1153
518	382
518	1017
282	1402
616	92
616	1508
616	356
616	1045
616	785
616	1625
616	1175
616	1478
616	80
1318	278
1638	58
1638	487
1638	356
190	259
1313	204
1313	688
1313	373
1313	1117
1313	934
1313	1503
1050	372
1050	903
1050	456
1050	1539
1050	1863
1050	1519
1050	574
1050	467
1759	372
1759	903
1759	456
1759	1539
1759	1863
1759	1519
1759	574
1759	467
1726	519
1726	912
1102	53
1102	1094
1102	482
1102	1071
499	53
499	1094
499	482
499	1071
1503	1313
642	1884
1778	148
1778	260
1778	320
1778	1201
1778	752
1778	750
1778	843
1778	1267
1778	1595
1778	707
158	312
656	561
656	60
36	1588
36	486
357	504
357	484
357	807
1737	1788
1737	125
1737	1747
1273	1788
1273	125
1273	1747
99	1038
1157	1822
1157	1891
15	312
652	1151
652	1293
832	1498
832	1829
832	67
1635	1633
950	251
950	1033
950	1290
950	1376
950	576
139	564
139	940
623	1717
1551	682
1551	1330
1551	1429
231	957
231	1699
231	941
1591	577
780	1028
780	312
780	1158
457	583
457	983
457	1481
457	1289
457	450
1740	1670
528	185
564	139
701	1790
701	484
701	807
700	982
1009	508
1009	1214
1009	680
1009	1762
1009	1109
1009	1089
811	508
811	1214
811	680
811	1762
811	1109
811	1089
93	561
93	60
93	410
93	570
93	1028
93	1730
93	864
93	1114
93	1806
93	586
93	429
93	215
93	899
93	1634
93	936
93	1598
93	756
93	1615
1636	561
1636	60
1636	410
1636	570
1636	1028
1636	1730
1636	864
1636	1114
1636	1806
1636	586
1636	429
1636	215
1636	899
1636	1634
1636	936
1636	1598
1636	756
1636	1615
1417	569
1417	768
956	82
1309	44
698	1204
162	714
162	120
162	1397
162	1235
162	312
162	317
240	714
240	120
240	1397
240	1235
240	312
