(0, 100)
(0, 210)
(0, 263)
(1, 4)
(1, 5)
(1, 88)
(1, 196)
(1, 338)
(1, 351)
(2, 277)
(3, 98)
(4, 5)
(4, 78)
(4, 80)
(4, 86)
(4, 88)
(4, 108)
(4, 140)
(4, 159)
(4, 171)
(4, 172)
(4, 183)
(4, 196)
(4, 215)
(4, 236)
(4, 312)
(4, 338)
(4, 351)
(4, 377)
(4, 388)
(4, 395)
(4, 430)
(4, 432)
(4, 437)
(5, 78)
(5, 80)
(5, 86)
(5, 88)
(5, 108)
(5, 140)
(5, 159)
(5, 171)
(5, 172)
(5, 183)
(5, 196)
(5, 215)
(5, 236)
(5, 312)
(5, 338)
(5, 351)
(5, 377)
(5, 388)
(5, 395)
(5, 430)
(5, 432)
(5, 437)
(6, 152)
(6, 183)
(6, 312)
(6, 357)
(6, 377)
(7, 26)
(7, 30)
(7, 58)
(7, 132)
(7, 137)
(7, 143)
(7, 254)
(7, 348)
(8, 48)
(8, 291)
(8, 452)
(9, 252)
(10, 121)
(10, 211)
(11, 15)
(11, 29)
(11, 197)
(11, 226)
(11, 227)
(11, 228)
(11, 365)
(11, 379)
(12, 112)
(12, 243)
(12, 324)
(12, 422)
(13, 149)
(13, 422)
(14, 154)
(15, 29)
(15, 62)
(15, 146)
(15, 172)
(15, 173)
(15, 197)
(15, 226)
(15, 249)
(15, 301)
(15, 379)
(15, 416)
(15, 435)
(15, 437)
(16, 206)
(16, 383)
(16, 429)
(16, 453)
(17, 429)
(18, 208)
(18, 216)
(18, 267)
(18, 381)
(18, 449)
(19, 71)
(19, 453)
(20, 59)
(20, 440)
(21, 38)
(21, 115)
(21, 242)
(21, 415)
(22, 156)
(22, 185)
(22, 289)
(23, 41)
(23, 64)
(23, 113)
(23, 216)
(23, 250)
(23, 275)
(23, 345)
(23, 381)
(23, 449)
(23, 454)
(24, 87)
(24, 249)
(25, 46)
(25, 187)
(26, 43)
(26, 47)
(26, 71)
(26, 87)
(26, 106)
(26, 114)
(26, 117)
(26, 132)
(26, 143)
(26, 146)
(26, 161)
(26, 172)
(26, 173)
(26, 183)
(26, 191)
(26, 212)
(26, 217)
(26, 227)
(26, 228)
(26, 247)
(26, 249)
(26, 301)
(26, 302)
(26, 312)
(26, 316)
(26, 326)
(26, 330)
(26, 355)
(26, 377)
(26, 393)
(26, 401)
(26, 435)
(26, 437)
(26, 451)
(26, 458)
(27, 186)
(28, 105)
(28, 402)
(29, 62)
(29, 146)
(29, 172)
(29, 173)
(29, 197)
(29, 226)
(29, 249)
(29, 301)
(29, 379)
(29, 416)
(29, 435)
(29, 437)
(30, 132)
(30, 419)
(31, 291)
(31, 401)
(31, 452)
(32, 126)
(32, 364)
(33, 47)
(33, 59)
(33, 70)
(33, 98)
(33, 179)
(33, 191)
(33, 212)
(33, 217)
(33, 247)
(33, 302)
(33, 316)
(33, 326)
(33, 330)
(33, 332)
(33, 355)
(33, 451)
(33, 457)
(34, 358)
(35, 87)
(35, 236)
(35, 350)
(35, 414)
(36, 47)
(36, 146)
(36, 173)
(36, 191)
(36, 192)
(36, 204)
(36, 212)
(36, 217)
(36, 247)
(36, 301)
(36, 302)
(36, 316)
(36, 326)
(36, 330)
(36, 332)
(36, 355)
(36, 428)
(36, 443)
(36, 451)
(37, 457)
(39, 182)
(40, 102)
(40, 262)
(41, 150)
(42, 398)
(43, 58)
(43, 254)
(43, 265)
(43, 348)
(43, 373)
(44, 71)
(44, 108)
(44, 285)
(44, 420)
(45, 198)
(46, 187)
(47, 58)
(47, 108)
(47, 134)
(47, 164)
(47, 179)
(47, 181)
(47, 202)
(47, 213)
(47, 239)
(47, 254)
(47, 287)
(47, 294)
(47, 315)
(47, 348)
(47, 379)
(47, 387)
(47, 397)
(47, 427)
(47, 428)
(47, 443)
(47, 457)
(48, 128)
(48, 336)
(49, 413)
(50, 140)
(50, 279)
(50, 430)
(51, 231)
(52, 203)
(53, 59)
(53, 83)
(53, 160)
(53, 307)
(53, 308)
(53, 318)
(53, 401)
(54, 382)
(55, 118)
(55, 169)
(55, 319)
(56, 109)
(56, 146)
(56, 172)
(56, 173)
(56, 192)
(56, 238)
(56, 291)
(56, 301)
(56, 306)
(56, 337)
(56, 397)
(56, 437)
(56, 452)
(57, 441)
(57, 453)
(58, 71)
(58, 87)
(58, 106)
(58, 114)
(58, 117)
(58, 132)
(58, 143)
(58, 146)
(58, 161)
(58, 172)
(58, 173)
(58, 183)
(58, 191)
(58, 212)
(58, 217)
(58, 227)
(58, 228)
(58, 247)
(58, 249)
(58, 301)
(58, 302)
(58, 312)
(58, 316)
(58, 326)
(58, 330)
(58, 355)
(58, 377)
(58, 393)
(58, 401)
(58, 435)
(58, 437)
(58, 451)
(58, 458)
(59, 179)
(59, 233)
(59, 299)
(59, 440)
(60, 441)
(61, 108)
(61, 399)
(62, 147)
(62, 197)
(62, 226)
(63, 269)
(64, 150)
(64, 216)
(64, 381)
(64, 449)
(65, 273)
(66, 110)
(66, 145)
(66, 322)
(67, 241)
(68, 98)
(68, 109)
(68, 271)
(68, 306)
(68, 337)
(68, 356)
(68, 434)
(69, 260)
(70, 179)
(70, 396)
(71, 84)
(71, 87)
(71, 108)
(71, 142)
(71, 146)
(71, 172)
(71, 173)
(71, 183)
(71, 200)
(71, 207)
(71, 225)
(71, 248)
(71, 249)
(71, 254)
(71, 301)
(71, 312)
(71, 345)
(71, 348)
(71, 353)
(71, 362)
(71, 377)
(71, 412)
(71, 435)
(71, 437)
(71, 445)
(72, 288)
(73, 300)
(73, 352)
(74, 151)
(74, 343)
(74, 369)
(75, 119)
(75, 457)
(76, 268)
(77, 103)
(77, 120)
(78, 196)
(78, 338)
(78, 351)
(79, 358)
(80, 196)
(80, 338)
(80, 351)
(81, 133)
(82, 441)
(83, 102)
(83, 107)
(83, 133)
(83, 160)
(83, 175)
(83, 233)
(83, 262)
(83, 308)
(83, 401)
(85, 232)
(86, 88)
(86, 196)
(86, 236)
(86, 338)
(86, 351)
(86, 406)
(87, 105)
(87, 146)
(87, 172)
(87, 173)
(87, 225)
(87, 254)
(87, 301)
(87, 348)
(87, 359)
(87, 393)
(87, 402)
(87, 412)
(87, 435)
(87, 437)
(88, 146)
(88, 173)
(88, 196)
(88, 215)
(88, 301)
(88, 338)
(88, 351)
(88, 408)
(88, 432)
(89, 119)
(90, 146)
(90, 172)
(90, 173)
(90, 287)
(90, 301)
(90, 401)
(90, 437)
(91, 257)
(92, 125)
(92, 319)
(92, 385)
(92, 397)
(92, 411)
(93, 365)
(93, 376)
(94, 221)
(95, 146)
(95, 172)
(95, 173)
(95, 301)
(95, 334)
(95, 435)
(95, 437)
(96, 255)
(97, 158)
(98, 119)
(98, 153)
(98, 179)
(98, 281)
(98, 297)
(98, 311)
(98, 371)
(98, 392)
(98, 427)
(98, 457)
(99, 149)
(99, 166)
(99, 278)
(99, 374)
(99, 403)
(100, 113)
(100, 151)
(100, 177)
(100, 343)
(100, 369)
(100, 454)
(101, 163)
(101, 310)
(101, 446)
(102, 307)
(102, 318)
(104, 205)
(105, 223)
(106, 132)
(106, 137)
(106, 254)
(106, 276)
(106, 348)
(106, 419)
(107, 307)
(107, 318)
(107, 453)
(108, 116)
(108, 126)
(108, 138)
(108, 146)
(108, 173)
(108, 180)
(108, 181)
(108, 183)
(108, 191)
(108, 194)
(108, 196)
(108, 198)
(108, 207)
(108, 212)
(108, 214)
(108, 217)
(108, 237)
(108, 247)
(108, 251)
(108, 264)
(108, 274)
(108, 301)
(108, 302)
(108, 309)
(108, 312)
(108, 313)
(108, 314)
(108, 316)
(108, 326)
(108, 330)
(108, 338)
(108, 351)
(108, 353)
(108, 355)
(108, 362)
(108, 368)
(108, 377)
(108, 399)
(108, 417)
(108, 435)
(108, 445)
(108, 450)
(108, 451)
(108, 459)
(109, 182)
(109, 281)
(109, 297)
(109, 306)
(109, 337)
(109, 371)
(109, 426)
(110, 145)
(110, 322)
(111, 293)
(112, 163)
(112, 446)
(113, 150)
(113, 250)
(113, 454)
