(0, 7)
(0, 91)
(0, 658)
(0, 784)
(0, 866)
(0, 1044)
(0, 1282)
(0, 1507)
(0, 1748)
(0, 1756)
(0, 1769)
(0, 1813)
(1, 188)
(1, 595)
(1, 1004)
(1, 1574)
(2, 59)
(2, 134)
(2, 269)
(2, 325)
(2, 398)
(2, 547)
(2, 560)
(2, 681)
(2, 691)
(2, 792)
(2, 819)
(2, 834)
(2, 898)
(2, 900)
(2, 938)
(2, 1011)
(2, 1017)
(2, 1301)
(2, 1402)
(2, 1629)
(2, 1633)
(2, 1809)
(2, 1812)
(2, 1842)
(3, 27)
(3, 957)
(3, 1400)
(4, 703)
(5, 1472)
(5, 1534)
(5, 1668)
(6, 44)
(6, 57)
(6, 64)
(6, 165)
(6, 171)
(6, 203)
(6, 243)
(6, 273)
(6, 285)
(6, 349)
(6, 358)
(6, 361)
(6, 377)
(6, 443)
(6, 478)
(6, 486)
(6, 495)
(6, 638)
(6, 681)
(6, 687)
(6, 890)
(6, 893)
(6, 904)
(6, 933)
(6, 1052)
(6, 1116)
(6, 1125)
(6, 1179)
(6, 1254)
(6, 1598)
(6, 1629)
(6, 1782)
(6, 1812)
(6, 1822)
(6, 1871)
(6, 1879)
(7, 8)
(7, 57)
(7, 59)
(7, 119)
(7, 126)
(7, 137)
(7, 165)
(7, 172)
(7, 209)
(7, 257)
(7, 264)
(7, 279)
(7, 341)
(7, 355)
(7, 396)
(7, 486)
(7, 550)
(7, 560)
(7, 584)
(7, 592)
(7, 611)
(7, 615)
(7, 620)
(7, 635)
(7, 648)
(7, 670)
(7, 682)
(7, 691)
(7, 713)
(7, 792)
(7, 1005)
(7, 1011)
(7, 1027)
(7, 1099)
(7, 1103)
(7, 1125)
(7, 1178)
(7, 1201)
(7, 1236)
(7, 1252)
(7, 1256)
(7, 1347)
(7, 1367)
(7, 1392)
(7, 1423)
(7, 1472)
(7, 1605)
(7, 1617)
(7, 1624)
(7, 1755)
(7, 1842)
(8, 91)
(8, 320)
(8, 346)
(8, 658)
(8, 691)
(8, 784)
(8, 792)
(8, 866)
(8, 1011)
(8, 1044)
(8, 1140)
(8, 1282)
(8, 1507)
(8, 1570)
(8, 1642)
(8, 1660)
(8, 1748)
(8, 1756)
(8, 1769)
(8, 1813)
(9, 26)
(9, 66)
(9, 309)
(9, 433)
(9, 460)
(9, 545)
(9, 596)
(9, 666)
(9, 1123)
(9, 1132)
(9, 1207)
(9, 1228)
(9, 1497)
(9, 1516)
(9, 1553)
(9, 1580)
(9, 1801)
(9, 1828)
(9, 1837)
(9, 1875)
(10, 1406)
(11, 838)
(11, 901)
(11, 1274)
(11, 1595)
(12, 129)
(12, 618)
(12, 1753)
(13, 1138)
(14, 311)
(15, 360)
(15, 1235)
(16, 614)
(17, 275)
(17, 554)
(17, 555)
(17, 558)
(17, 705)
(18, 749)
(18, 842)
(19, 843)
(20, 190)
(21, 1763)
(22, 311)
(22, 881)
(23, 1132)
(24, 34)
(24, 181)
(24, 371)
(24, 433)
(24, 447)
(24, 455)
(24, 563)
(24, 627)
(24, 822)
(24, 826)
(24, 902)
(24, 939)
(24, 1007)
