66	14
471	218
194	295
194	455
194	295
194	120
184	251
371	51
371	177
371	264
228	297
195	213
124	157
124	164
178	295
178	455
52	410
52	465
304	278
304	192
304	277
280	348
329	140
329	190
417	140
417	190
189	151
189	385
274	137
107	13
322	3
322	322
322	323
322	375
323	3
323	322
323	323
323	375
273	144
376	154
108	223
41	303
41	173
18	465
351	99
351	275
351	175
351	176
351	198
351	159
351	102
221	146
221	159
221	102
434	146
434	159
434	102
51	371
391	333
391	380
391	340
391	444
340	333
340	148
340	270
340	391
340	444
340	384
157	124
157	106
164	124
164	106
37	24
37	295
37	455
37	295
37	120
36	24
36	295
36	455
36	295
36	120
460	14
284	424
229	219
129	16
129	128
307	217
429	82
141	378
479	317
130	231
480	459
161	81
211	17
211	442
211	209
211	241
153	17
153	442
153	209
153	241
225	87
225	98
225	301
134	208
415	87
415	98
415	301
354	34
354	485
14	460
14	66
42	410
42	303
235	197
235	87
235	98
235	301
242	87
242	98
242	301
385	189
456	10
136	401
424	284
183	341
180	464
328	464
419	398
165	57
165	312
165	396
165	152
165	200
45	63
118	476
389	152
270	340
205	58
26	283
152	165
152	252
152	389
152	462
152	87
152	98
152	301
152	353
338	349
86	442
86	181
86	362
298	293
295	37
295	36
295	194
295	466
120	37
120	36
120	194
120	466
78	459
453	466
123	220
123	174
443	476
315	246
315	316
317	464
317	479
215	224
428	133
15	87
15	98
15	301
122	17
252	152
144	273
394	181
116	248
227	248
76	7
76	22
76	255
76	423
76	459
76	287
29	269
345	70
345	246
346	404
346	458
244	404
244	458
192	304
361	336
466	295
466	455
466	295
466	120
466	453
239	207
239	402
378	141
378	166
378	168
378	213
378	377
24	411
24	37
24	36
24	159
24	102
146	221
146	434
7	76
297	87
297	98
297	301
297	228
4	173
4	159
4	102
400	20
349	338
406	247
406	341
451	432
467	199
179	375
179	375
204	341
365	19
365	39
365	431
105	87
105	98
105	301
236	202
95	249
95	405
448	257
176	351
457	457
457	313
457	65
457	470
313	457
313	313
313	65
313	470
65	457
65	313
65	65
65	470
470	457
470	313
470	65
470	470
21	87
21	98
21	301
150	87
150	98
150	301
249	95
405	95
169	375
49	197
154	376
257	448
197	49
197	235
258	476
3	261
3	96
3	476
3	322
3	323
3	206
3	362
3	465
137	274
137	279
281	35
375	53
375	169
375	179
375	179
375	322
375	323
208	134
465	3
465	18
465	52
241	94
241	211
241	153
200	330
200	119
200	190
200	165
261	3
35	131
35	281
35	341
67	390
67	390
171	87
171	98
171	301
318	30
318	100
318	127
318	181
318	367
318	464
133	428
217	307
202	236
335	87
335	98
335	301
481	117
481	357
407	302
407	399
390	67
50	344
231	130
166	72
166	148
166	151
166	444
166	378
279	137
390	67
147	40
147	366
408	75
199	467
93	80
93	46
106	157
106	164
196	380
196	384
196	444
343	474
60	432
219	229
5	158
5	188
5	403
203	126
203	356
355	126
355	356
16	129
128	129
380	196
380	391
290	247
283	26
25	326
362	3
362	55
362	86
362	260
362	374
362	367
362	384
362	339
12	473
57	165
57	459
312	165
312	459
396	165
396	459
20	400
336	119
336	361
293	298
422	388
422	373
91	87
91	98
91	301
269	29
468	55
468	237
138	131
138	472
131	35
131	138
282	87
282	98
282	301
61	148
84	148
369	148
353	152
110	306
110	395
121	452
85	392
191	87
191	98
191	301
190	200
190	329
190	417
367	362
367	318
367	364
22	76
255	76
461	459
264	371
416	247
287	76
209	211
209	153
383	383
383	463
463	383
463	463
158	5
158	262
158	226
158	266
188	5
188	262
188	226
188	266
403	5
403	262
403	226
403	266
278	304
278	437
90	63
330	200
127	318
100	318
474	308
474	343
262	158
262	188
262	403
447	478
143	58
69	148
159	4
159	24
159	221
159	434
159	351
102	4
102	24
102	221
102	434
102	351
459	76
459	78
459	238
459	314
459	57
459	312
459	396
459	421
459	480
459	461
452	121
478	447
414	87
414	98
414	301
142	58
388	422
310	87
310	98
310	301
181	86
181	394
181	318
238	459
314	459
68	34
68	485
356	203
356	355
135	87
135	98
135	301
393	326
156	87
156	98
156	301
398	419
132	450
117	481
117	87
117	98
117	301
357	481
357	87
357	98
357	301
94	241
23	58
399	407
316	246
316	315
248	116
248	227
379	321
34	68
34	354
485	68
485	354
299	113
411	24
54	341
113	299
384	10
384	196
384	362
384	340
384	444
444	33
444	89
444	166
444	196
444	340
444	384
444	391
125	240
148	33
148	69
148	151
148	166
148	61
148	84
148	369
148	340
148	247
475	214
214	475
433	172
172	433
348	280
10	456
10	384
53	375
89	464
89	444
253	186
19	365
302	407
213	72
213	195
213	378
213	268
373	422
373	410
77	87
77	98
77	301
412	404
412	458
6	1
368	1
96	3
104	404
104	458
271	87
271	98
271	301
404	104
404	346
404	244
404	412
404	404
404	458
458	104
458	346
458	244
458	412
458	404
458	458
331	276
331	73
331	309
230	63
230	332
63	45
63	47
63	230
63	327
63	90
74	87
74	98
74	301
421	48
421	459
87	15
87	17
87	21
87	282
87	74
87	77
87	87
87	98
87	301
87	156
87	91
87	297
87	105
87	135
87	117
87	357
87	150
87	152
87	171
87	175
87	191
87	210
87	225
87	242
87	28
87	271
87	285
87	350
87	235
87	409
87	482
87	414
87	352
87	334
87	415
87	310
87	454
87	319
87	335
98	15
98	17
98	21
98	282
98	74
98	77
98	87
98	98
98	301
98	156
98	91
98	297
98	105
98	135
98	117
98	357
98	150
98	152
98	171
98	175
98	191
98	210
98	225
98	242
98	28
98	271
98	285
98	350
98	235
98	409
98	482
98	414
98	352
98	334
98	415
98	310
98	454
98	319
98	335
301	15
301	17
301	21
301	282
301	74
301	77
301	87
301	98
301	301
301	156
301	91
301	297
301	105
301	135
301	117
301	357
301	150
301	152
301	171
301	175
301	191
301	210
301	225
301	242
301	28
301	271
301	285
301	350
301	235
301	409
301	482
301	414
301	352
301	334
301	415
301	310
301	454
301	319
301	335
251	184
155	363
155	437
426	363
426	437
454	87
454	98
454	301
149	9
55	468
55	362
294	82
294	223
294	303
33	444
33	148
431	365
210	87
210	98
210	301
206	3
92	92
92	438
438	92
438	438
182	185
341	35
341	54
341	333
341	183
341	204
341	289
341	406
185	182
482	87
482	98
482	301
332	230
364	367
13	107
442	86
442	211
442	153
47	63
81	161
377	378
410	42
410	52
410	82
410	303
410	373
472	138
28	87
28	98
28	301
327	63
339	362
476	3
476	118
476	258
476	443
207	207
207	402
207	239
402	207
402	402
402	239
401	136
97	31
237	468
295	37
295	36
295	178
295	194
295	466
455	37
455	36
455	178
455	194
455	466
352	87
352	98
352	301
464	89
464	151
464	180
464	328
464	308
464	317
464	318
464	432
82	429
82	410
82	294
40	220
40	174
40	147
303	41
303	42
303	294
303	410
17	99
17	275
17	211
17	153
17	87
17	98
17	301
17	122
409	216
409	87
409	98
409	301
58	23
58	142
58	143
58	223
58	397
58	205
319	87
319	98
319	301
286	162
2	162
1	6
1	368
276	331
73	331
309	331
305	9
260	175
260	362
260	320
374	175
374	362
374	320
306	110
437	278
437	155
437	426
363	155
363	426
366	147
483	79
250	212
289	341
72	166
72	213
177	371
247	148
247	290
247	406
247	416
151	189
151	148
151	464
151	166
350	87
350	98
350	301
308	240
308	464
308	474
246	315
246	345
246	316
243	420
420	243
462	152
39	365
9	305
9	149
321	379
223	58
223	108
223	344
223	294
395	110
31	97
70	345
119	336
119	200
75	408
220	40
220	123
174	40
174	123
218	471
392	85
397	58
126	203
126	355
99	17
99	351
275	17
275	351
473	12
268	213
173	4
173	41
173	427
240	125
240	308
80	93
46	93
44	56
140	329
140	417
140	427
175	87
175	98
175	301
175	351
175	260
175	374
423	76
285	87
